Attrition,Age,DistanceFromHome,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,RelationshipSatisfaction,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,OverTime_No,OverTime_Yes,Educational_Levels_Bachelors D.,Educational_Levels_College D.,Educational_Levels_Masters D.,Educational_Levels_Phd D.,Educational_Levels_Without College D.
No,31,1,3,4,1,2,1,5003,1,2,4,10,3,10,8,8,7,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
Yes,28,17,3,3,2,1,4,2367,5,1,3,6,2,4,1,0,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False
No,38,1,3,1,2,1,1,2858,4,1,3,20,2,1,0,0,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
No,35,7,4,3,3,2,4,5204,1,4,3,10,3,10,8,0,9,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
No,27,9,3,4,3,2,4,4105,1,1,3,7,3,7,7,0,7,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,32,5,4,4,2,2,4,9679,8,2,4,8,3,1,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False,False
Yes,31,26,4,1,3,2,4,5617,1,3,3,10,3,10,7,0,8,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
Yes,53,24,4,1,3,3,1,10448,6,2,3,15,2,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
No,54,9,2,1,3,2,3,2897,3,3,3,9,2,4,3,2,3,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False
No,33,7,2,4,3,2,3,5968,1,3,4,9,3,9,7,2,8,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,43,11,3,1,3,3,3,7510,1,2,3,10,3,10,9,0,9,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,38,1,4,4,3,1,2,2991,0,2,3,7,3,6,2,1,2,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,55,26,4,3,4,5,2,19636,4,1,3,35,3,10,9,1,4,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,31,2,1,4,1,1,4,1129,1,3,3,1,3,1,0,0,0,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
No,39,15,4,2,3,4,1,13341,0,1,3,21,3,20,8,11,10,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False
No,42,23,2,4,2,2,3,4332,1,4,3,20,3,20,9,3,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
No,31,10,3,3,3,3,3,11031,4,3,4,13,4,11,7,4,8,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,54,10,3,3,3,2,1,4440,6,4,3,9,3,5,2,1,4,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False
No,24,1,2,2,2,2,3,4617,1,2,3,4,2,4,3,1,2,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,23,12,2,4,3,1,4,2647,1,3,3,5,4,5,2,1,4,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
No,40,11,3,4,3,2,3,6323,1,1,3,10,4,10,9,9,4,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,40,2,2,2,3,2,2,5677,3,3,3,15,3,11,8,5,10,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
No,25,2,3,3,3,1,2,2187,4,3,3,6,3,2,0,1,2,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
No,30,1,2,4,3,1,2,3748,1,3,3,12,2,12,8,1,7,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,25,2,1,4,3,1,3,3977,6,3,3,7,2,2,2,0,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
No,47,25,3,1,3,3,3,8633,2,2,4,25,3,17,14,12,11,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,33,1,2,2,2,1,3,2008,1,3,3,1,2,1,1,0,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,38,1,4,4,3,2,2,4440,0,1,3,16,3,15,13,5,8,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,31,2,2,1,3,1,3,3067,0,3,3,3,3,2,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False
No,38,6,4,1,2,2,3,5321,2,4,3,10,3,8,3,7,7,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,42,18,4,4,3,2,1,5410,6,3,3,9,2,4,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False
No,41,1,3,4,3,1,4,2782,3,1,4,12,3,5,3,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
No,47,1,1,3,3,3,2,11957,0,1,3,14,1,13,8,5,12,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
No,35,11,4,4,3,1,3,2660,7,3,3,5,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,22,1,2,4,3,1,3,3375,0,4,3,4,4,3,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
No,35,9,4,2,3,2,3,5098,1,2,3,10,3,10,7,0,8,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,33,15,2,2,3,2,4,4878,0,1,3,10,3,9,7,8,1,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
No,32,29,4,3,2,1,2,2837,1,3,3,6,3,6,2,4,1,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
No,40,1,4,1,3,1,4,2406,8,3,3,8,2,1,0,0,0,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,32,1,4,2,2,1,2,2269,0,2,3,3,3,2,2,2,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
No,39,24,1,1,3,2,4,4108,7,1,3,18,3,7,7,1,7,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True
No,38,10,3,2,1,3,3,13206,3,1,3,20,3,18,16,1,11,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
No,32,1,4,3,3,3,4,10422,1,3,3,14,3,14,10,5,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,37,10,3,3,4,3,4,13744,1,1,4,16,3,16,11,6,8,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False
No,25,8,2,1,3,2,3,4907,0,2,4,6,2,5,3,0,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False
No,52,29,4,1,3,1,4,3482,2,2,3,16,2,9,8,0,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False
No,44,1,3,2,3,1,4,2436,6,3,3,6,3,4,3,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False
No,21,5,1,3,3,1,1,2380,1,4,3,2,3,2,2,1,2,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
No,39,9,3,4,3,5,4,19431,2,3,3,21,2,6,0,1,3,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False
Yes,23,9,3,4,3,1,1,1790,1,1,3,1,2,1,0,1,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
No,36,3,3,1,2,3,4,7644,0,3,3,10,3,9,7,3,4,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,36,4,2,4,3,2,2,5131,7,2,3,18,3,4,2,0,2,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
No,56,1,4,3,3,2,3,6306,1,1,4,13,2,13,12,1,9,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
Yes,29,1,4,1,3,1,4,4787,9,2,3,4,4,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
No,42,2,3,1,3,5,3,18880,5,1,3,24,2,22,6,4,14,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
Yes,56,7,2,4,3,1,3,2339,8,4,3,14,1,10,9,9,8,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,41,28,4,1,2,4,2,13570,0,3,4,21,3,20,7,0,10,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
No,34,28,3,4,2,2,3,6712,1,4,4,8,3,8,7,1,7,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
No,36,15,4,4,1,2,4,5406,1,1,4,15,2,15,12,11,11,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
No,41,3,3,3,2,2,2,8938,2,3,3,14,3,5,4,0,4,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
No,32,2,3,4,3,1,1,2439,1,4,3,4,3,4,2,1,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False
No,35,26,4,3,3,3,4,8837,1,3,3,9,3,9,0,1,7,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
No,38,10,2,1,3,2,4,5343,1,3,3,10,3,10,7,1,9,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
Yes,50,1,4,2,3,2,3,6728,7,4,3,12,3,6,3,0,1,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False
No,36,11,4,2,2,2,4,6652,4,1,3,8,2,6,3,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
No,45,20,3,4,3,2,3,4850,8,3,3,8,3,5,3,0,1,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False
No,40,2,4,3,2,1,3,2809,2,4,3,8,3,2,2,2,2,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
No,35,18,4,3,3,2,3,5689,1,4,3,10,4,10,2,0,2,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
No,40,2,4,3,3,1,3,2001,2,2,3,20,3,5,3,0,2,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,35,1,4,3,1,1,4,2977,1,4,3,4,3,4,3,1,1,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False
No,29,13,2,4,2,2,2,4025,4,1,3,10,3,4,3,0,3,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
No,29,28,4,4,2,1,1,3785,1,2,3,5,1,5,4,0,4,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False
Yes,50,28,3,4,2,3,1,10854,4,2,3,20,3,3,2,2,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False
No,39,24,1,2,2,4,4,12031,0,1,3,21,2,20,9,9,6,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
No,31,5,3,2,3,2,1,9936,0,2,3,10,3,9,4,1,7,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False
No,26,5,3,4,2,1,3,2966,0,4,3,5,3,4,2,0,0,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,False
No,36,23,2,3,4,2,4,2571,4,3,3,17,3,5,2,0,3,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False
No,39,6,1,4,2,3,1,9991,4,1,3,9,3,7,7,1,7,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
No,27,4,3,2,4,2,2,6142,1,2,4,6,3,6,2,0,3,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False
No,49,2,3,4,2,2,2,5390,2,4,3,17,2,9,6,0,8,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
